,0
0,46.282710204122125
1,45.4998026915675
2,68.84575576327765
3,58.416360325675505
4,30.04139189409795
5,45.39086868129208
6,31.862311761025985
7,27.771060007247975
8,29.09669503853418
9,33.78085998519295
10,65.51568606877419
11,36.49116801155992
12,37.605488466047575
13,33.843959221196215
14,62.4335697728469
15,42.18094827746847
16,56.060187229555304
17,51.42771650038473
18,47.038958319783816
19,30.810169071671876
20,42.333053301652114
21,22.12835387786287
22,56.17370372819604
23,66.78236957723556
24,35.20372266152428
25,46.86994190939977
26,60.559178540283824
27,33.41830705283163
28,23.203346756784164
29,42.84836060384992
30,40.133979344999766
31,53.97571305258174
32,73.2406349878454
33,40.471081036637045
34,46.22646644563229
35,82.15185533236709
36,30.845607817721927
37,51.95179610817392
38,32.78303277396013
39,31.8997911432133
40,61.02075518644101
41,59.794700942191994
42,65.78849198459659
43,67.23575125727412
44,43.523847635331954
45,59.36732057099894
46,54.60199459001123
47,46.87417460158282
48,38.4966607700367
49,53.3552383295233
50,46.39048670724308
51,31.559827106183075
52,54.004638120476564
53,62.82209204870526
54,51.81760178339605
55,38.482009929080235
56,34.62204177247236
57,57.912894372065814
58,47.60067494889327
59,45.84985892097698
60,51.609754277875275
61,56.59264514672428
62,57.63256621166536
63,56.502851533810116
64,60.96696134903639
65,69.33985224695552
66,68.8875158141235
67,56.55251281339746
68,44.20953123472428
69,68.99343953061047
70,44.12854055365985
71,77.49832004717773
72,42.404059668313295
73,61.8515758950356
74,43.498030783925316
75,41.38409282471082
76,60.540071308063574
77,83.034826419226
78,41.359237779689785
79,78.00902227421577
80,74.2221697029201
81,61.74305704226034
82,60.61376110571428
83,46.93370921422748
84,72.79923521044685
85,45.20611280410959
86,32.77175486101041
87,56.30166331700492
88,23.44920605588457
89,40.90381246714815
90,44.59830101544117
91,32.107756382513884
92,51.43448190176737
93,44.5068142520004
94,43.09678911463174
95,68.40701588154428
96,43.63718446481924
97,45.703163640538136
98,53.56497313712418
99,40.443583460001314
