,0
0,41.2591317433997
1,49.848921408704236
2,51.61260395505233
3,44.91351364349804
4,46.84945603759712
5,58.51133086787521
6,56.530727527063384
7,68.53537415646753
8,44.412184829356804
9,49.592831415061966
10,61.38148150056841
11,59.38507509937695
12,52.72246343016188
13,47.09350998391599
14,62.99900291781305
15,56.38107750573769
16,46.769629352197015
17,44.871733146885155
18,52.089946533544826
19,46.793116085743335
20,42.14691696976709
21,52.21816927732229
22,50.26199743376028
23,57.87232946034194
24,55.51299771846613
25,72.45338843190957
26,53.93680601377428
27,54.09534615238984
28,35.296055313441116
29,35.6993561824526
30,43.930035082452385
31,40.15740870775856
32,53.18638118911092
33,62.50284737925994
34,61.39410592413374
35,48.952265645871776
36,59.08049142898295
37,71.50777521927267
38,49.349218744865254
39,48.96309597915621
40,49.69542311182095
41,39.81448153913975
42,32.84225795550249
43,31.55095871179904
44,63.59361476932256
45,59.477441977206645
46,54.9161174339162
47,61.246984657172135
48,52.849508509583806
49,56.35447939717236
50,32.832335709582935
51,51.71305771534916
52,55.77296396819166
53,37.987499502597615
54,59.66988638784741
55,62.97577461025983
56,37.96252971306704
57,66.39748152138428
58,57.35907987707632
59,60.775804679442984
60,47.998312315348734
61,40.92424587806409
62,51.19392614965156
63,49.94593340901425
64,51.09170488886224
65,54.8133252152452
66,45.505045509614476
67,49.842035513241996
68,45.63221999936303
69,47.44805452770494
70,60.07506979389192
71,31.479177492325086
