,0
0,41.400642860616756
1,37.8055638612034
2,68.45485813551191
3,57.55915312612697
4,35.0533587077065
5,41.80716612598421
6,32.27185511979334
7,35.31024250841965
8,36.91486069295861
9,37.63925939895965
10,60.525192156294366
11,36.76403879509563
12,36.98900485708511
13,37.497746184277645
14,52.22379276978099
15,40.09470302010473
16,56.633200091189174
17,48.33162533920169
18,36.73010627395223
19,42.377646503790245
20,51.26180366975353
21,31.339885350374757
22,47.71093820136221
23,58.33899209726075
24,37.36145761742329
25,55.80102275619657
26,59.26658117915496
27,38.00543732492997
28,37.659514994264995
29,38.11946691544499
30,33.95622443708646
31,43.14059230933135
32,61.16108457582339
33,36.526034914231815
34,51.534638442589376
35,61.275579767195815
36,36.38374277388007
37,45.63190476190475
38,43.24688408449709
39,36.605852360862585
40,59.94519632099179
41,57.78248447772688
42,63.29491436961139
43,56.48333067717057
44,41.4085398581837
45,57.171196926194995
46,45.451571992226306
47,51.95238426928287
48,43.49506991904481
49,57.09659664862033
50,44.932765712068864
51,36.955255092946274
52,57.25070805126396
53,49.79691311696372
54,41.44433274549169
55,38.58451571972901
56,37.58498472842136
57,55.67378850997219
58,54.271995933430425
59,45.8529037489226
60,58.07507730530596
61,54.8485042199962
62,52.94976738388202
63,54.62967331777898
64,59.00662467195678
65,57.781478815182666
66,60.49490287723831
67,57.72861403282648
68,44.15899815645165
69,58.33540948582631
70,42.10973954328335
71,60.313418393201
72,36.037007087645186
73,52.14766450199187
74,58.31808620305039
75,36.1160240189523
76,54.07472043508388
77,60.54779166633931
78,48.8207020228447
79,61.059656156522436
80,60.1683888408611
81,58.13787703825555
82,56.640416636711045
83,56.00149830429635
84,60.69692804393837
85,40.35415961869807
86,42.42215295815296
87,55.97660355058399
88,31.826941183671103
89,37.34686851272847
90,45.87144853410547
91,37.371009632025725
92,56.387908209463475
93,40.716766666666665
94,40.470769223263076
95,50.335084758916395
96,46.56593633793789
97,36.58090435181482
98,54.844637290017054
99,41.8715586532775
