,0
0,44.45508918769217
1,49.22977530147617
2,51.403485658236626
3,47.12165833429823
4,44.682587638695
5,62.16810230957957
6,52.46281896914418
7,65.14445972933498
8,51.35577050034047
9,51.81082228739084
10,60.18263940096471
11,57.02152991001006
12,58.53772484176717
13,46.782727698965445
14,67.57990510286692
15,56.48709182997776
16,54.1572406035661
17,47.23872521503549
18,59.92538882044676
19,55.68650962192212
20,43.35378162927121
21,55.20550027094216
22,45.432143996509694
23,56.8102394641472
24,56.54110829121453
25,69.86703860503572
26,55.98840217898602
27,51.55817199731488
28,48.75068931358103
29,37.882940383982884
30,47.212198712377884
31,40.9665303217008
32,55.10930373689725
33,61.42334917539826
34,64.60744158774449
35,54.247114805139645
36,60.39623969012248
37,68.23621200936584
38,54.40582841764553
39,49.49634135812487
40,43.67822939529961
41,46.78543592502632
42,35.008404223499355
43,41.341508453945025
44,66.98161426601231
45,57.48124633020676
46,64.5017530043723
47,65.61784953792895
48,51.55045595440137
49,55.13531236798356
50,46.16567999859322
51,48.491474820031335
52,56.460087677632586
53,38.37014755797918
54,63.626130108289935
55,56.32409871621577
56,36.581047155473485
57,63.2729935472066
58,54.894962690710514
59,63.600400833115145
60,48.90779393979981
61,51.2056440907649
62,52.17006960598007
63,58.32891693867777
64,53.50169570163221
65,62.1668323998007
66,43.776427156403784
67,61.951707414532194
68,53.06900737779373
69,49.65690133485199
70,60.030638505435704
71,46.49155219122018
