,0
0,47.30566376811595
1,45.40869074074074
2,51.72340056022408
3,52.33007275839629
4,53.40134682630031
5,53.775598845598836
6,53.9163836904472
7,55.42627897693459
8,46.53108771051145
9,42.09730303748538
10,57.00550224222764
11,50.31
12,42.374989449112974
13,48.570912055189076
14,54.68906460324492
15,56.29007504260448
16,50.19181585081585
17,48.742
18,55.62995804195804
19,48.53348148148149
20,45.83844688057041
21,50.672379162849374
22,50.43867945439118
23,53.679204460384796
24,48.231859373235466
25,62.713538774965485
26,44.9794358974359
27,53.875682194616985
28,48.55833333333333
29,42.53203982128982
30,51.734556776556765
31,45.03645699946049
32,45.8187178461635
33,52.97611051193559
34,44.179039244089246
35,46.84205291005291
36,51.3272380952381
37,51.28492504522083
38,49.31511790977626
39,53.9940523088023
40,53.78511468904503
41,52.203
42,47.92358067506324
43,44.37402279626342
44,58.62275119496354
45,56.95839638922247
46,44.650166666666664
47,57.16182684038338
48,50.909937520821856
49,54.85920695970696
50,45.13173745481098
51,44.7376607142857
52,47.782933554817276
53,48.93057575757575
54,58.5752119215505
55,54.30458093332705
56,41.32547972385029
57,55.8143688087275
58,52.7247384165542
59,54.10771549422018
60,50.321752553579564
61,46.023
62,48.72604064881767
63,50.0225
64,54.18291545555835
65,53.87704523809524
66,52.347844602844596
67,48.27825
68,50.79533333333334
69,43.93777516339869
70,53.01136881419234
71,46.86699735449735
