,0
0,46.244321672382654
1,45.271223096390045
2,69.14624544539734
3,62.19094550843884
4,27.959333225783098
5,44.68422568353964
6,28.089907309609046
7,26.588036917187424
8,27.91469187601517
9,39.31886485800756
10,62.66240842015991
11,38.84155702921193
12,36.17566397087511
13,38.12864257128308
14,63.15798012268365
15,46.05026239939251
16,57.31990162560814
17,51.61721148477554
18,48.19137220873179
19,30.135790988165766
20,39.760840923667686
21,20.301251024803676
22,56.95716899379612
23,71.22926495509928
24,34.497498613190274
25,52.34405188890624
26,60.645917535989376
27,35.21779223667963
28,23.000561133730272
29,41.39330048342076
30,39.75045255816656
31,54.06091195576363
32,79.97051699776716
33,37.311755852911276
34,51.553569830055935
35,83.45479233342468
36,35.67175463028143
37,53.375458814388374
38,36.878163246700964
39,34.409703790803945
40,62.34333414772765
41,61.48533627541468
42,60.07924757657698
43,66.77104703201408
44,45.82054385103869
45,61.145653139798256
46,48.85455675455596
47,49.208215450558285
48,43.29104102109841
49,51.99554520781078
50,45.851016343231564
51,34.53313617686075
52,54.167513881925565
53,58.83104245712089
54,45.26503519237785
55,36.614790090498516
56,33.19682668489382
57,55.87680725454475
58,48.54925465039049
59,46.96388903501763
60,49.551120939445
61,55.98362539135107
62,60.90807192001085
63,60.25362812900556
64,61.41446848772387
65,73.43126200010244
66,66.02231364100135
67,61.53692671495874
68,36.46274145236147
69,68.48157278932126
70,41.37951649296113
71,75.33168138224536
72,39.74837151329106
73,63.06559982357437
74,47.73211575956434
75,41.59380687774451
76,64.26803382786318
77,81.85688456739773
78,42.678950772902695
79,74.06477241222765
80,72.18313241848321
81,59.16158323514964
82,56.08950279169337
83,48.227278661705625
84,71.59047557510108
85,43.452886855852796
86,33.41609803684189
87,52.40277274963939
88,20.674186313885684
89,41.32344387579482
90,41.5221616704077
91,32.7855055881372
92,53.066256878461004
93,44.3941797908396
94,42.743938881889974
95,62.33417240158806
96,44.975239046159984
97,47.8701932694826
98,58.406568626931346
99,43.053595476153106
